Key,Value
PAK_GGX,8335.775
PAK_BCA,-3.096
PLW_PPPPC,19507.526
PLW_PPPGDP,0.367
PLW_PCPIE,131.347
PLW_PCPI,134.806
PLW_NGDP_FY,0.343
PLW_NGDPPC,18261.474
PLW_LUR,
PLW_LP,0.019
PLW_GGX_NGDP,38.856
PLW_GGXWDN_NGDP,
PLW_GGX,0.133
PLW_BCA,-0.011
PSE_PPPPC,0
PSE_PPPGDP,0
PSE_PCPIE,0
PSE_PCPI,0
PSE_NGDP_FY,0
PSE_NGDPPC,0
PSE_LUR,0
PSE_LP,0
PSE_GGX_NGDP,0
PSE_GGXWDN_NGDP,0
PSE_GGX,0
PSE_BCA,0
PAN_PPPPC,27888.221
PAN_PPPGDP,123.358
PAN_PCPIE,198.95
PAN_PCPI,195.571
PAN_NGDP_FY,71.899
PAN_NGDPPC,16254.594
PAN_LUR,4.098
PAN_LP,4.423
PAN_GGX_NGDP,24.659
PAN_GGXWDN_NGDP,36.474
PAN_GGX,17.73
PAN_BCA,-4.248
PNG_PPPPC,3248.118
PNG_PPPGDP,28.364
PNG_PCPIE,742.045
PNG_PCPI,748.314
PNG_NGDP_FY,73.471
PNG_NGDPPC,8413.74
PNG_LUR,
PNG_LP,8.732
PNG_GGX_NGDP,25.789
PNG_GGXWDN_NGDP,
PNG_GGX,18.947
PNG_BCA,1.08
PRY_PPPPC,10713.538
PRY_PPPGDP,81.759
PRY_PCPIE,180.363
PRY_PCPI,176.48
PRY_NGDP_FY,214277.368
PRY_NGDPPC,28078634.729
PRY_LUR,5.5
PRY_LP,7.631
PRY_GGX_NGDP,25.598
PRY_GGXWDN_NGDP,
PRY_GGX,54850.918
PRY_BCA,-0.655
PER_PPPPC,15747.788
PER_PPPGDP,542.649
PER_PCPIE,131.624
PER_PCPI,130.733
PER_NGDP_FY,840.602
PER_NGDPPC,24394.43
PER_LUR,6.0
PER_LP,34.459
PER_GGX_NGDP,21.695
PER_GGXWDN_NGDP,8.094
PER_GGX,182.369
PER_BCA,-7.837
PHL_PPPPC,9829.773
PHL_PPPGDP,1100.727
PHL_PCPIE,172.101
PHL_PCPI,169.414
PHL_NGDP_FY,22005.869
PHL_NGDPPC,196517.944
PHL_LUR,5.6
PHL_LP,111.979
PHL_GGX_NGDP,20.39
PHL_GGXWDN_NGDP,
PHL_GGX,4486.923
PHL_BCA,15.281
PCN_PPPPC,0
PCN_PPPGDP,0
PCN_PCPIE,0
PCN_PCPI,0
PCN_NGDP_FY,0
PCN_NGDPPC,0
PCN_LUR,0
PCN_LP,0
PCN_GGX_NGDP,0
PCN_GGXWDN_NGDP,0
PCN_GGX,0
PCN_BCA,0
POL_PPPPC,34406.365
POL_PPPGDP,1306.513
POL_PCPIE,184.474
POL_PCPI,185.386
POL_NGDP_FY,2347.294
POL_NGDPPC,61814.791
POL_LUR,7.487
POL_LP,37.973
POL_GGX_NGDP,41.183
POL_GGXWDN_NGDP,25.095
POL_GGX,966.686
POL_BCA,-23.388
PRT_PPPPC,32313.853
PRT_PPPGDP,337.394
PRT_PCPIE,124.825
PRT_PCPI,126.383
PRT_NGDP_FY,202.985
PRT_NGDPPC,19440.825
PRT_LUR,10.775
PRT_LP,10.441
PRT_GGX_NGDP,46.976
PRT_GGXWDN_NGDP,116.384
PRT_GGX,95.354
PRT_BCA,0.288
PRI_PPPPC,0
PRI_PPPGDP,0
PRI_PCPIE,0
PRI_PCPI,0
PRI_NGDP_FY,0
PRI_NGDPPC,0
PRI_LUR,0
PRI_LP,0
PRI_GGX_NGDP,0
PRI_GGXWDN_NGDP,0
PRI_GGX,0
PRI_BCA,0
QAT_PPPPC,174375.449
QAT_PPPGDP,484.828
QAT_PCPIE,283.714
QAT_PCPI,292.584
QAT_NGDP_FY,998.213
QAT_NGDPPC,353267.739
QAT_LUR,
QAT_LP,2.78
QAT_GGX_NGDP,29.686
QAT_GGXWDN_NGDP,4.816
QAT_GGX,296.331
QAT_BCA,10.16
MKD_PPPPC,18511.968
MKD_PPPGDP,38.695
MKD_PCPIE,121.876
MKD_PCPI,120.478
MKD_NGDP_FY,752.971
MKD_NGDPPC,360228.435
MKD_LUR,23.014
MKD_LP,2.09
MKD_GGX_NGDP,30.73
MKD_GGXWDN_NGDP,39.946
MKD_GGX,231.39
MKD_BCA,-0.363
ROU_PPPPC,27322.593
ROU_PPPGDP,528.299
ROU_PCPIE,132.11
ROU_PCPI,131.283
ROU_NGDP_FY,943.206
ROU_NGDPPC,48780.776
ROU_LUR,6.502
ROU_LP,19.336
ROU_GGX_NGDP,32.184
ROU_GGXWDN_NGDP,
ROU_GGX,303.563
ROU_BCA,-9.743
RUS_PPPPC,27666.971
RUS_PPPGDP,3975.744
RUS_PCPIE,1796.068
RUS_PCPI,1903.851
RUS_NGDP_FY,109457.429
RUS_NGDPPC,761707.928
RUS_LUR,6.0
RUS_LP,143.7
RUS_GGX_NGDP,34.293
RUS_GGXWDN_NGDP,
RUS_GGX,37536.103
RUS_BCA,89.042
RWA_PPPPC,2473.446
RWA_PPPGDP,31.991
RWA_PCPIE,295.58
RWA_PCPI,293.207
RWA_NGDP_FY,11047.071
RWA_NGDPPC,854117.68
RWA_LUR,
RWA_LP,12.934
RWA_GGX_NGDP,25.148
RWA_GGXWDN_NGDP,
RWA_GGX,2778.132
RWA_BCA,-1.343
REU_PPPPC,0
REU_PPPGDP,0
REU_PCPIE,0
REU_PCPI,0
REU_NGDP_FY,0
REU_NGDPPC,0
REU_LUR,0
REU_LP,0
REU_GGX_NGDP,0
REU_GGXWDN_NGDP,0
REU_GGX,0
REU_BCA,0
BLM_PPPPC,0
BLM_PPPGDP,0
BLM_PCPIE,0
BLM_PCPI,0
BLM_NGDP_FY,0
BLM_NGDPPC,0
BLM_LUR,0
BLM_LP,0
BLM_GGX_NGDP,0
BLM_GGXWDN_NGDP,0
BLM_GGX,0
BLM_BCA,0
SHN_PPPPC,0
SHN_PPPGDP,0
SHN_PCPIE,0
SHN_PCPI,0
SHN_NGDP_FY,0
SHN_NGDPPC,0
SHN_LUR,0
SHN_LP,0
SHN_GGX_NGDP,0
SHN_GGXWDN_NGDP,0
SHN_GGX,0
SHN_BCA,0
KNA_PPPPC,24478.029
KNA_PPPGDP,1.644
KNA_PCPIE,127.452
KNA_PCPI,126.012
KNA_NGDP_FY,3.043
KNA_NGDPPC,45304.492
KNA_LUR,
KNA_LP,0.067
KNA_GGX_NGDP,28.812
KNA_GGXWDN_NGDP,
KNA_GGX,0.877
KNA_BCA,-0.17
LCA_PPPPC,13899.485
LCA_PPPGDP,2.452
LCA_PCPIE,136.12
LCA_PCPI,135.089
LCA_NGDP_FY,4.734
LCA_NGDPPC,26524.49
LCA_LUR,
LCA_LP,0.176
LCA_GGX_NGDP,33.119
LCA_GGXWDN_NGDP,
LCA_GGX,1.568
LCA_BCA,-0.26
MAF_PPPPC,0
MAF_PPPGDP,0
MAF_PCPIE,0
MAF_PCPI,0
MAF_NGDP_FY,0
MAF_NGDPPC,0
MAF_LUR,0
MAF_LP,0
MAF_GGX_NGDP,0
MAF_GGXWDN_NGDP,0
MAF_GGX,0
MAF_BCA,0
SPM_PPPPC,0
SPM_PPPGDP,0
SPM_PCPIE,0
SPM_PCPI,0
SPM_NGDP_FY,0
SPM_NGDPPC,0
SPM_LUR,0
SPM_LP,0
SPM_GGX_NGDP,0
SPM_GGXWDN_NGDP,0
SPM_GGX,0
SPM_BCA,0
VCT_PPPPC,14174.978
VCT_PPPGDP,1.567
VCT_PCPIE,117.715
VCT_PCPI,116.37
VCT_NGDP_FY,2.56
VCT_NGDPPC,23160.726
VCT_LUR,
VCT_LP,0.111
VCT_GGX_NGDP,28.857
VCT_GGXWDN_NGDP,69.152
VCT_GGX,0.739
VCT_BCA,-0.174
WSM_PPPPC,5911.288
WSM_PPPGDP,1.189
WSM_PCPIE,216.305
WSM_PCPI,220.007
WSM_NGDP_FY,2.32
WSM_NGDPPC,11537.235
WSM_LUR,
WSM_LP,0.201
WSM_GGX_NGDP,30.211
WSM_GGXWDN_NGDP,
WSM_GGX,0.701
WSM_BCA,-0.046
SMR_PPPPC,72574.884
SMR_PPPGDP,2.272
SMR_PCPIE,138.203
SMR_PCPI,136.781
SMR_NGDP_FY,1.555
SMR_NGDPPC,49671.706
SMR_LUR,5.439
SMR_LP,0.031
SMR_GGX_NGDP,22.995
SMR_GGXWDN_NGDP,
SMR_GGX,0.358
SMR_BCA,
STP_PPPPC,4212.357
STP_PPPGDP,0.957
STP_PCPIE,832.091
STP_PCPI,817.763
STP_NGDP_FY,10624.017
STP_NGDPPC,46763724.405
STP_LUR,10.837
STP_LP,0.227
STP_GGX_NGDP,34.29
STP_GGXWDN_NGDP,
STP_GGX,3642.992
STP_BCA,-0.056
SAU_PPPPC,61664.453
SAU_PPPGDP,2136.824
SAU_PCPIE,153.852
SAU_PCPI,152.159
SAU_NGDP_FY,3382.771
SAU_NGDPPC,97619.984
SAU_LUR,5.548
SAU_LP,34.652
SAU_GGX_NGDP,38.242
SAU_GGXWDN_NGDP,-34.156
SAU_GGX,1293.649
SAU_BCA,48.386
SEN_PPPPC,3044.632
SEN_PPPGDP,52.66
SEN_PCPIE,113.844
SEN_PCPI,112.954
SEN_NGDP_FY,12448.332
SEN_NGDPPC,719726.856
SEN_LUR,
SEN_LP,17.296
SEN_GGX_NGDP,26.845
SEN_GGXWDN_NGDP,
SEN_GGX,3341.801
SEN_BCA,-1.535
SRB_PPPPC,16984.611
SRB_PPPGDP,121.68
SRB_PCPIE,224.207
SRB_PCPI,224.126
SRB_NGDP_FY,5577.005
SRB_NGDPPC,778462.052
SRB_LUR,20.909
SRB_LP,7.164
SRB_GGX_NGDP,39.263
SRB_GGXWDN_NGDP,69.075
SRB_GGX,2189.675
SRB_BCA,-2.122
SYC_PPPPC,32843.869
SYC_PPPGDP,3.304
SYC_PCPIE,257.103
SYC_PCPI,254.401
SYC_NGDP_FY,26.25
SYC_NGDPPC,260901.147
SYC_LUR,6.684
SYC_LP,0.101
SYC_GGX_NGDP,31.3
SYC_GGXWDN_NGDP,26.402
SYC_GGX,8.216
SYC_BCA,-0.27
SLE_PPPPC,2494.284
SLE_PPPGDP,17.196
SLE_PCPIE,3430.088
SLE_PCPI,3340.844
SLE_NGDP_FY,45648.968
SLE_NGDPPC,6621550.349
SLE_LUR,
SLE_LP,6.894
SLE_GGX_NGDP,19.453
SLE_GGXWDN_NGDP,0.0
SLE_GGX,8880.088
SLE_BCA,-0.473
SGP_PPPPC,106048.648
SGP_PPPGDP,604.809
SGP_PCPIE,110.23
SGP_PCPI,109.355
SGP_NGDP_FY,497.891
SGP_NGDPPC,93903.516
SGP_LUR,2.0
SGP_LP,5.703
SGP_GGX_NGDP,20.939
SGP_GGXWDN_NGDP,
SGP_GGX,104.253
SGP_BCA,56.575
SXM_PPPPC,0
SXM_PPPGDP,0
SXM_PCPIE,0
SXM_PCPI,0
SXM_NGDP_FY,0
SXM_NGDPPC,0
SXM_LUR,0
SXM_LP,0
SXM_GGX_NGDP,0
SXM_GGXWDN_NGDP,0
SXM_GGX,0
SXM_BCA,0
SVK_PPPPC,37276.885
SVK_PPPGDP,203.402
SVK_PCPIE,135.262
SVK_PCPI,134.223
SVK_NGDP_FY,97.353
SVK_NGDPPC,17841.528
SVK_LUR,10.327
SVK_LP,5.457
SVK_GGX_NGDP,39.214
SVK_GGXWDN_NGDP,
SVK_GGX,38.175
SVK_BCA,2.571
SVN_PPPPC,36547.696
SVN_PPPGDP,75.826
SVN_PCPIE,133.427
SVN_PCPI,131.023
SVN_NGDP_FY,44.307
SVN_NGDPPC,21355.66
SVN_LUR,5.884
SVN_LP,2.075
SVN_GGX_NGDP,44.711
SVN_GGXWDN_NGDP,
SVN_GGX,19.81
SVN_BCA,2.398
SLB_PPPPC,2251.214
SLB_PPPGDP,1.475
SLB_PCPIE,245.674
SLB_PCPI,237.526
SLB_NGDP_FY,13.567
SLB_NGDPPC,20708.989
SLB_LUR,
SLB_LP,0.655
SLB_GGX_NGDP,41.559
SLB_GGXWDN_NGDP,5.133
SLB_GGX,5.638
SLB_BCA,-0.143
SOM_PPPPC,0
SOM_PPPGDP,0
SOM_PCPIE,0
SOM_PCPI,0
SOM_NGDP_FY,0
SOM_NGDPPC,0
SOM_LUR,0
SOM_LP,0
SOM_GGX_NGDP,0
SOM_GGXWDN_NGDP,0
SOM_GGX,0
SOM_BCA,0
ZAF_PPPPC,15253.512
ZAF_PPPGDP,905.474
ZAF_PCPIE,152.981
ZAF_PCPI,150.727
ZAF_NGDP_FY,6088.161
ZAF_NGDPPC,102560.461
ZAF_LUR,24.176
ZAF_LP,59.362
ZAF_GGX_NGDP,31.993
ZAF_GGXWDN_NGDP,47.106
ZAF_GGX,1947.769
ZAF_BCA,-17.124
SGS_PPPPC,0
SGS_PPPGDP,0
SGS_PCPIE,0
SGS_PCPI,0
SGS_NGDP_FY,0
SGS_NGDPPC,0
SGS_LUR,0
SGS_LP,0
SGS_GGX_NGDP,0
SGS_GGXWDN_NGDP,0
SGS_GGX,0
SGS_BCA,0
SSD_PPPPC,3019.568
SSD_PPPGDP,39.649
SSD_PCPIE,217.81
SSD_PCPI,259.559
SSD_NGDP_FY,89.462
SSD_NGDPPC,6813.167
SSD_LUR,
SSD_LP,13.131
SSD_GGX_NGDP,32.643
SSD_GGXWDN_NGDP,26.707
SSD_GGX,29.203
SSD_BCA,-1.5
ESP_PPPPC,42314.635
ESP_PPPGDP,1949.097
ESP_PCPIE,127.893
ESP_PCPI,126.598
ESP_NGDP_FY,1246.5
ESP_NGDPPC,27061.345
ESP_LUR,16.849
ESP_LP,46.062
ESP_GGX_NGDP,39.622
ESP_GGXWDN_NGDP,68.449
ESP_GGX,493.883
ESP_BCA,16.636
LKA_PPPPC,16131.95
LKA_PPPGDP,352.288
LKA_PCPIE,234.329
LKA_PCPI,228.449
LKA_NGDP_FY,18100.2
LKA_NGDPPC,828842.291
LKA_LUR,4.0
LKA_LP,21.838
LKA_GGX_NGDP,21.093
LKA_GGXWDN_NGDP,
LKA_GGX,3817.839
LKA_BCA,-3.682
SDN_PPPPC,5212.839
SDN_PPPGDP,231.166
SDN_PCPIE,712.656
SDN_PCPI,716.037
SDN_NGDP_FY,924.359
SDN_NGDPPC,20844.506
SDN_LUR,11.597
SDN_LP,44.345
SDN_GGX_NGDP,12.52
SDN_GGXWDN_NGDP,
SDN_GGX,115.734
SDN_BCA,-3.214
SUR_PPPPC,22249.672
SUR_PPPGDP,12.944
SUR_PCPIE,401.063
SUR_PCPI,394.731
SUR_NGDP_FY,26.3
SUR_NGDPPC,45207.18
SUR_LUR,8.928
SUR_LP,0.582
SUR_GGX_NGDP,23.699
SUR_GGXWDN_NGDP,
SUR_GGX,6.233
SUR_BCA,-0.028
SJM_PPPPC,0
SJM_PPPGDP,0
SJM_PCPIE,0
SJM_PCPI,0
SJM_NGDP_FY,0
SJM_NGDPPC,0
SJM_LUR,0
SJM_LP,0
SJM_GGX_NGDP,0
SJM_GGXWDN_NGDP,0
SJM_GGX,0
SJM_BCA,0
SWE_PPPPC,56584.185
SWE_PPPGDP,580.23
SWE_PCPIE,111.014
SWE_PCPI,110.074
SWE_NGDP_FY,5081.143
SWE_NGDPPC,495514.761
SWE_LUR,7.3
SWE_LP,10.254
SWE_GGX_NGDP,48.699
SWE_GGXWDN_NGDP,-15.07
SWE_GGX,2474.49
SWE_BCA,37.858
CHE_PPPPC,68190.526
CHE_PPPGDP,575.356
CHE_PCPIE,101.087
CHE_PCPI,100.627
CHE_NGDP_FY,709.691
CHE_NGDPPC,84111.837
CHE_LUR,3.2
CHE_LP,8.437
CHE_GGX_NGDP,31.344
CHE_GGXWDN_NGDP,20.252
CHE_GGX,222.446
CHE_BCA,40.905
SYR_PPPPC,6374.903
SYR_PPPGDP,136.377
SYR_PCPIE,182.132
SYR_PCPI,174.059
SYR_NGDP_FY,2791.775
SYR_NGDPPC,130500.585
SYR_LUR,8.613
SYR_LP,21.393
SYR_GGX_NGDP,28.638
SYR_GGXWDN_NGDP,18.807
SYR_GGX,799.504
SYR_BCA,-1.707
TWN_PPPPC,63767.518
TWN_PPPGDP,1517.568
TWN_PCPIE,113.249
TWN_PCPI,114.015
TWN_NGDP_FY,20178.288
TWN_NGDPPC,847882.717
TWN_LUR,3.96
TWN_LP,23.798
TWN_GGX_NGDP,17.561
TWN_GGXWDN_NGDP,
TWN_GGX,3543.427
TWN_BCA,76.55
TJK_PPPPC,3434.389
TJK_PPPGDP,32.3
TJK_PCPIE,1209.232
TJK_PCPI,1726.751
TJK_NGDP_FY,92.148
TJK_NGDPPC,9797.904
TJK_LUR,
TJK_LP,9.405
TJK_GGX_NGDP,30.03
TJK_GGXWDN_NGDP,
TJK_GGX,27.672
TJK_BCA,-0.438
TZA_PPPPC,3722.652
TZA_PPPGDP,211.873
TZA_PCPIE,369.026
TZA_PCPI,369.11
TZA_NGDP_FY,154710.368
TZA_NGDPPC,2718288.908
TZA_LUR,
TZA_LP,56.915
TZA_GGX_NGDP,20.479
TZA_GGXWDN_NGDP,
TZA_GGX,31683.794
TZA_BCA,-6.214
THA_PPPPC,19886.906
THA_PPPGDP,1378.263
THA_PCPIE,120.909
THA_PCPI,120.154
THA_NGDP_FY,16813.478
THA_NGDPPC,246053.702
THA_LUR,0.7
THA_LP,69.305
THA_GGX_NGDP,25.04
THA_GGXWDN_NGDP,
THA_GGX,4210.027
THA_BCA,3.436
TLS_PPPPC,3308.181
TLS_PPPGDP,4.873
TLS_PCPIE,131.12
TLS_PCPI,130.223
TLS_NGDP_FY,3.84
TLS_NGDPPC,2606.798
TLS_LUR,
TLS_LP,1.473
TLS_GGX_NGDP,41.66
TLS_GGXWDN_NGDP,
TLS_GGX,1.6
TLS_BCA,-0.144
TGO_PPPPC,1963.176
TGO_PPPGDP,16.059
TGO_PCPIE,132.734
TGO_PCPI,132.329
TGO_NGDP_FY,3722.782
TGO_NGDPPC,455095.976
TGO_LUR,
TGO_LP,8.18
TGO_GGX_NGDP,26.307
TGO_GGXWDN_NGDP,
TGO_GGX,979.338
TGO_BCA,-0.578
TKL_PPPPC,0
TKL_PPPGDP,0
TKL_PCPIE,0
TKL_PCPI,0
TKL_NGDP_FY,0
TKL_NGDPPC,0
TKL_LUR,0
TKL_LP,0
TKL_GGX_NGDP,0
TKL_GGXWDN_NGDP,0
TKL_GGX,0
TKL_BCA,0
TON_PPPPC,5974.763
TON_PPPGDP,0.63
TON_PCPIE,126.119
TON_PCPI,124.288
TON_NGDP_FY,1.047
TON_NGDPPC,10021.949
TON_LUR,
TON_LP,0.106
TON_GGX_NGDP,26.784
TON_GGXWDN_NGDP,
TON_GGX,0.28
TON_BCA,-0.005
TTO_PPPPC,38184.595
TTO_PPPGDP,53.148
TTO_PCPIE,330.584
TTO_PCPI,343.792
TTO_NGDP_FY,244.858
TTO_NGDPPC,178357.899
TTO_LUR,4.0
TTO_LP,1.392
TTO_GGX_NGDP,35.229
TTO_GGXWDN_NGDP,37.667
TTO_GGX,86.262
TTO_BCA,1.505
TUN_PPPPC,15204.248
TUN_PPPGDP,177.728
TUN_PCPIE,157.666
TUN_PCPI,154.658
TUN_NGDP_FY,134.824
TUN_NGDPPC,11533.953
TUN_LUR,12.0
TUN_LP,11.689
TUN_GGX_NGDP,26.707
TUN_GGXWDN_NGDP,
TUN_GGX,36.008
TUN_BCA,-1.603
TUR_PPPPC,25161.228
TUR_PPPGDP,2055.647
TUR_PCPIE,354.778
TUR_PCPI,347.04
TUR_NGDP_FY,3085.409
TUR_NGDPPC,37765.562
TUR_LUR,11.0
TUR_LP,81.699
TUR_GGX_NGDP,36.318
TUR_GGXWDN_NGDP,27.28
TUR_GGX,1120.567
TUR_BCA,-50.807
TKM_PPPPC,23494.652
TKM_PPPGDP,149.77
TKM_PCPIE,520.015
TKM_PCPI,547.91
TKM_NGDP_FY,296.638
TKM_NGDPPC,46526.917
TKM_LUR,
TKM_LP,6.375
TKM_GGX_NGDP,12.631
TKM_GGXWDN_NGDP,
TKM_GGX,37.469
TKM_BCA,2.623
TCA_PPPPC,0
TCA_PPPGDP,0
TCA_PCPIE,0
TCA_PCPI,0
TCA_NGDP_FY,0
TCA_NGDPPC,0
TCA_LUR,0
TCA_LP,0
TCA_GGX_NGDP,0
TCA_GGXWDN_NGDP,0
TCA_GGX,0
TCA_BCA,0
TUV_PPPPC,4013.038
TUV_PPPGDP,0.044
TUV_PCPIE,172.7
TUV_PCPI,170.017
TUV_NGDP_FY,0.053
TUV_NGDPPC,4815.768
TUV_LUR,
TUV_LP,0.011
TUV_GGX_NGDP,84.246
TUV_GGXWDN_NGDP,
TUV_GGX,0.045
TUV_BCA,-0.002
UGA_PPPPC,2645.827
UGA_PPPGDP,120.387
UGA_PCPIE,292.042
UGA_PCPI,287.549
UGA_NGDP_FY,129345.281
UGA_NGDPPC,2842709.425
UGA_LUR,
UGA_LP,45.501
UGA_GGX_NGDP,20.926
UGA_GGXWDN_NGDP,
UGA_GGX,27066.826
UGA_BCA,-3.382
UKR_PPPPC,10935.051
UKR_PPPGDP,461.882
UKR_PCPIE,72298969.535
UKR_PCPI,70802739.082
UKR_NGDP_FY,3193.987
UKR_NGDPPC,75617.651
UKR_LUR,7.989
UKR_LP,42.239
UKR_GGX_NGDP,42.497
UKR_GGXWDN_NGDP,70.095
UKR_GGX,1357.354
UKR_BCA,-3.112
ARE_PPPPC,74181.051
ARE_PPPGDP,821.732
ARE_PCPIE,300.667
ARE_PCPI,297.273
ARE_NGDP_FY,1844.544
ARE_NGDPPC,166514.491
ARE_LUR,
ARE_LP,11.077
ARE_GGX_NGDP,25.373
ARE_GGXWDN_NGDP,-218.923
ARE_GGX,468.018
ARE_BCA,33.359
GBR_PPPPC,48270.501
GBR_PPPGDP,3240.196
GBR_PCPIE,142.222
GBR_PCPI,141.047
GBR_NGDP_FY,2256.911
GBR_NGDPPC,33622.104
GBR_LUR,5.4
GBR_LP,67.126
GBR_GGX_NGDP,36.408
GBR_GGXWDN_NGDP,74.664
GBR_GGX,821.7
GBR_BCA,-122.818
UMI_PPPPC,0
UMI_PPPGDP,0
UMI_PCPIE,0
UMI_PCPI,0
UMI_NGDP_FY,0
UMI_NGDPPC,0
UMI_LUR,0
UMI_LP,0
UMI_GGX_NGDP,0
UMI_GGXWDN_NGDP,0
UMI_GGX,0
UMI_BCA,0
USA_PPPPC,67697.197
USA_PPPGDP,22488.616
USA_PCPIE,267.33
USA_PCPI,264.279
USA_NGDP_FY,22488.616
USA_NGDPPC,67697.197
USA_LUR,4.843
USA_LP,332.194
USA_GGX_NGDP,35.396
USA_GGXWDN_NGDP,82.064
USA_GGX,7960.115
USA_BCA,-592.302
US_PPPPC,0
US_PPPGDP,0
US_PCPIE,0
US_PCPI,0
US_NGDP_FY,0
US_NGDPPC,0
US_LUR,0
US_LP,0
US_GGX_NGDP,0
US_GGXWDN_NGDP,0
US_GGX,0
US_BCA,0
URY_PPPPC,26962.173
URY_PPPGDP,93.316
URY_PCPIE,204.085
URY_PCPI,201.886
URY_NGDP_FY,2297.327
URY_NGDPPC,663773.555
URY_LUR,7.205
URY_LP,3.461
URY_GGX_NGDP,32.664
URY_GGXWDN_NGDP,30.578
URY_GGX,750.405
URY_BCA,-2.624
UZB_PPPPC,8436.37
UZB_PPPGDP,277.342
UZB_PCPIE,5891.683
UZB_PCPI,5641.972
UZB_NGDP_FY,370954.205
UZB_NGDPPC,11283916.009
UZB_LUR,
UZB_LP,32.875
UZB_GGX_NGDP,34.348
UZB_GGXWDN_NGDP,
UZB_GGX,127413.672
UZB_BCA,0.188
VUT_PPPPC,2893.971
VUT_PPPGDP,0.871
VUT_PCPIE,168.946
VUT_PCPI,166.566
VUT_NGDP_FY,106.337
VUT_NGDPPC,353352.728
VUT_LUR,
VUT_LP,0.301
VUT_GGX_NGDP,23.857
VUT_GGXWDN_NGDP,
VUT_GGX,25.369
VUT_BCA,-0.084
VEN_PPPPC,15271.0
VEN_PPPGDP,510.501
VEN_PCPIE,27570.21
VEN_PCPI,22742.372
VEN_NGDP_FY,70328.364
VEN_NGDPPC,2103786.006
VEN_LUR,25.252
VEN_LP,33.429
VEN_GGX_NGDP,40.651
VEN_GGXWDN_NGDP,
VEN_GGX,28589.301
VEN_BCA,3.708
VNM_PPPPC,8314.028
VNM_PPPGDP,802.072
VNM_PCPIE,297.133
VNM_PCPI,293.31
VNM_NGDP_FY,7249822.486
VNM_NGDPPC,75149361.533
VNM_LUR,2.45
VNM_LP,96.472
VNM_GGX_NGDP,25.031
VNM_GGXWDN_NGDP,63.157
VNM_GGX,1814732.228
VNM_BCA,0.798
VGB_PPPPC,0
VGB_PPPGDP,0
VGB_PCPIE,0
VGB_PCPI,0
VGB_NGDP_FY,0
VGB_NGDPPC,0
VGB_LUR,0
VGB_LP,0
VGB_GGX_NGDP,0
VGB_GGXWDN_NGDP,0
VGB_GGX,0
VGB_BCA,0
VIR_PPPPC,0
VIR_PPPGDP,0
VIR_PCPIE,0
VIR_PCPI,0
VIR_NGDP_FY,0
VIR_NGDPPC,0
VIR_LUR,0
VIR_LP,0
VIR_GGX_NGDP,0
VIR_GGXWDN_NGDP,0
VIR_GGX,0
VIR_BCA,0
WLF_PPPPC,0
WLF_PPPGDP,0
WLF_PCPIE,0
WLF_PCPI,0
WLF_NGDP_FY,0
WLF_NGDPPC,0
WLF_LUR,0
WLF_LP,0
WLF_GGX_NGDP,0
WLF_GGXWDN_NGDP,0
WLF_GGX,0
WLF_BCA,0
ESH_PPPPC,0
ESH_PPPGDP,0
ESH_PCPIE,0
ESH_PCPI,0
ESH_NGDP_FY,0
ESH_NGDPPC,0
ESH_LUR,0
ESH_LP,0
ESH_GGX_NGDP,0
ESH_GGXWDN_NGDP,0
ESH_GGX,0
ESH_BCA,0
YEM_PPPPC,4353.283
YEM_PPPGDP,141.357
YEM_PCPIE,661.022
YEM_PCPI,657.063
YEM_NGDP_FY,15585.937
YEM_NGDPPC,479991.61
YEM_LUR,
YEM_LP,32.471
YEM_GGX_NGDP,24.054
YEM_GGXWDN_NGDP,50.791
YEM_GGX,3749.015
YEM_BCA,-0.727
ZMB_PPPPC,5459.429
ZMB_PPPGDP,99.645
ZMB_PCPIE,201.585
ZMB_PCPI,198.484
ZMB_NGDP_FY,335.487
ZMB_NGDPPC,18380.836
ZMB_LUR,
ZMB_LP,18.252
ZMB_GGX_NGDP,22.673
ZMB_GGXWDN_NGDP,34.085
ZMB_GGX,76.065
ZMB_BCA,0.158
ZWE_PPPPC,2586.795
ZWE_PPPGDP,36.63
ZWE_PCPIE,63.142
ZWE_PCPI,64.087
ZWE_NGDP_FY,17.389
ZWE_NGDPPC,1227.998
ZWE_LUR,
ZWE_LP,14.16
ZWE_GGX_NGDP,31.507
ZWE_GGXWDN_NGDP,
ZWE_GGX,5.479
ZWE_BCA,-4.084
ALA_PPPPC,0
ALA_PPPGDP,0
ALA_PCPIE,0
ALA_PCPI,0
ALA_NGDP_FY,0
ALA_NGDPPC,0
ALA_LUR,0
ALA_LP,0
ALA_GGX_NGDP,0
ALA_GGXWDN_NGDP,0
ALA_GGX,0
ALA_BCA,0
